"","x"
"11693","CRK"
"11694","MYO1C"
"11695","INPP5K"
"11696","PITPNA"
"11697","SLC43A2"
"11698","SCARF1"
"11699","RILP"
"11700","PRPF8"
"11701","TLCD2"
"11702","WDR81"
"11703","SERPINF2"
"11704","SERPINF1"
"11705","SMYD4"
"11706","RPA1"
"11707","RTN4RL1"
"11708","DPH1"
"11709","HIC1"
"11710","SMG6"
"11711","SRR"
"11712","TSR1"
"11713","SGSM2"
"11714","MNT"
"11715","METTL16"
"11716","PAFAH1B1"
"11717","CLUH"
"11718","RAP1GAP2"
"11719","SPATA22"
"11720","ASPA"
"11721","TRPV3"
"11722","TRPV1"
"11723","CTNS"
"11724","TAX1BP3"
"11725","EMC6"
"11726","ITGAE"
"11727","NCBP3"
"11728","CAMKK1"
"11729","ATP2A3"
"11730","ZZEF1"
"11731","CYB5D2"
"11732","ANKFY1"
"11733","UBE2G1"
"11734","SPNS2"
"11735","MYBBP1A"
"11736","GGT6"
"11737","ALOX15"
"11738","PELP1"
"11739","ARRB2"
"11740","MED11"
"11741","CXCL16"
"11742","VMO1"
"11743","GLTPD2"
"11744","PSMB6"
"11745","PLD2"
"11746","MINK1"
"11747","CHRNE"
"11748","C17orf107"
"11749","GP1BA"
"11750","SLC25A11"
"11751","RNF167"
"11752","PFN1"
"11753","ENO3"
"11754","SPAG7"
"11755","CAMTA2"
"11756","INCA1"
"11757","KIF1C"
"11758","SLC52A1"
"11759","ZFP3"
"11760","ZNF232"
"11761","USP6"
"11762","ZNF594"
"11763","SCIMP"
"11764","RABEP1"
"11765","NUP88"
"11766","RPAIN"
"11767","C1QBP"
"11768","DHX33"
"11769","DERL2"
"11770","MIS12"
"11771","NLRP1"
"11772","WSCD1"
"11773","AIPL1"
"11774","PITPNM3"
"11775","KIAA0753"
"11776","TXNDC17"
"11777","MED31"
"11778","C17orf100"
"11779","SLC13A5"
"11780","XAF1"
"11781","TEKT1"
"11782","ALOX12"
"11783","RNASEK"
"11784","C17orf49"
"11785","SLC16A13"
"11786","SLC16A11"
"11787","CLEC10A"
"11788","ASGR2"
"11789","ASGR1"
"11790","DLG4"
"11791","ACADVL"
"11792","DVL2"
"11793","PHF23"
"11794","GABARAP"
"11795","CTDNEP1"
"11796","ELP5"
"11797","YBX2"
"11798","EIF5A"
"11799","GPS2"
"11800","NEURL4"
"11801","ACAP1"
"11802","KCTD11"
"11803","TNK1"
"11804","TMEM256"
"11805","NLGN2"
"11806","FGF11"
"11807","CHRNB1"
"11808","ZBTB4"
"11809","SLC35G6"
"11810","POLR2A"
"11811","EIF4A1"
"11812","CD68"
"11813","MPDU1"
"11814","SOX15"
"11815","FXR2"
"11816","SHBG"
"11817","SAT2"
"11818","ATP1B2"
"11819","TP53"
"11820","WRAP53"
"11821","EFNB3"
"11822","DNAH2"
"11823","KDM6B"
"11824","TMEM88"
"11825","NAA38"
"11826","CYB5D1"
"11827","CHD3"
"11828","KCNAB3"
"11829","TRAPPC1"
"11830","CNTROB"
"11831","GUCY2D"
"11832","ALOX15B"
"11833","ALOX12B"
"11834","ALOXE3"
"11835","HES7"
"11836","PER1"
"11837","VAMP2"
"11838","TMEM107"
"11839","BORCS6"
"11840","CTC1"
"11841","PFAS"
"11842","SLC25A35"
"11843","RANGRF"
"11844","ARHGEF15"
"11845","RNF222"
"11846","NDEL1"
"11847","MYH10"
"11848","NTN1"
"11849","STX8"
"11850","CFAP52"
"11851","USP43"
"11852","DHRS7C"
"11853","GLP2R"
"11854","RCVRN"
"11855","GAS7"
"11856","MYH13"
"11857","MYH3"
"11858","SCO1"
"11859","ADPRM"
"11860","TMEM220"
"11861","PIRT"
"11862","SHISA6"
"11863","DNAH9"
"11864","ZNF18"
"11865","MAP2K4"
"11866","MYOCD"
"11867","ARHGAP44"
"11868","ELAC2"
"11869","COX10"
"11870","HS3ST3B1"
"11871","PMP22"
"11872","TEKT3"
"11873","CDRT4"
"11874","CDRT1"
"11875","TRIM16"
"11876","TBC1D26"
"11877","ADORA2B"
"11878","ZSWIM7"
"11879","TTC19"
"11880","NCOR1"
"11881","PIGL"
"11882","CENPV"
"11883","UBB"
"11884","TRPV2"
"11885","LRRC75A"
"11886","ZNF287"
"11887","ZNF624"
"11888","MPRIP"
"11889","PLD6"
"11890","COPS3"
"11891","NT5M"
"11892","MED9"
"11893","RASD1"
"11894","PEMT"
"11895","RAI1"
"11896","SREBF1"
"11897","TOM1L2"
"11898","DRC3"
"11899","ATPAF2"
"11900","GID4"
"11901","DRG2"
"11902","MYO15A"
"11903","ALKBH5"
"11904","LLGL1"
"11905","FLII"
"11906","MIEF2"
"11907","TOP3A"
"11908","SMCR8"
"11909","SHMT1"
"11910","FAM106A"
"11911","ZNF286B"
"11912","TRIM16L"
"11913","FBXW10"
"11914","TVP23B"
"11915","PRPSAP2"
"11916","FAM83G"
"11917","EPN2"
"11918","B9D1"
"11919","MAPK7"
"11920","RNF112"
"11921","SLC47A1"
"11922","ALDH3A2"
"11923","SLC47A2"
"11924","ALDH3A1"
"11925","ULK2"
"11926","AKAP10"
"11927","SPECC1"
"11928","CCDC144NL"
"11929","USP22"
"11930","DHRS7B"
"11931","TMEM11"
"11932","NATD1"
"11933","MAP2K3"
"11934","KCNJ12"
"11935","C17orf51"
"11936","MTRNR2L1"
"11937","WSB1"
"11938","KSR1"
"11939","LGALS9"
"11940","NOS2"
"11941","NLK"
"11942","TMEM97"
"11943","IFT20"
"11944","TNFAIP1"
"11945","POLDIP2"
"11946","TMEM199"
"11947","SARM1"
"11948","VTN"
"11949","SLC46A1"
"11950","SLC13A2"
"11951","KIAA0100"
"11952","SDF2"
"11953","SUPT6H"
"11954","PROCA1"
"11955","RAB34"
"11956","RPL23A"
"11957","TLCD1"
"11958","NEK8"
"11959","TRAF4"
"11960","FAM222B"
"11961","ERAL1"
"11962","FLOT2"
"11963","DHRS13"
"11964","PHF12"
"11965","PIPOX"
"11966","SEZ6"
"11967","MYO18A"
"11968","NUFIP2"
"11969","TAOK1"
"11970","ABHD15"
"11971","GIT1"
"11972","CORO6"
"11973","SSH2"
"11974","EFCAB5"
"11975","NSRP1"
"11976","SLC6A4"
"11977","BLMH"
"11978","CPD"
"11979","GOSR1"
"11980","CRLF3"
"11981","ATAD5"
"11982","TEFM"
"11983","ADAP2"
"11984","RNF135"
"11985","NF1"
"11986","OMG"
"11987","EVI2B"
"11988","EVI2A"
"11989","RAB11FIP4"
"11990","COPRS"
"11991","UTP6"
"11992","SUZ12"
"11993","LRRC37B"
"11994","RHOT1"
"11995","RHBDL3"
"11996","C17orf75"
"11997","ZNF207"
"11998","PSMD11"
"11999","CDK5R1"
"12000","MYO1D"
"12001","TMEM98"
"12002","ASIC2"
"12003","CCL2"
"12004","CCL1"
"12005","C17orf102"
"12006","TMEM132E"
"12007","CCT6B"
"12008","ZNF830"
"12009","LIG3"
"12010","RFFL"
"12011","NLE1"
"12012","SLFN5"
"12013","SLFN11"
"12014","SLFN13"
"12015","PEX12"
"12016","AP2B1"
"12017","TAF15"
"12018","GAS2L2"
"12019","MMP28"
"12020","CCL5"
"12021","RDM1"
"12022","CCL3"
"12023","CCL4L2"
"12024","ZNHIT3"
"12025","MYO19"
"12026","PIGW"
"12027","GGNBP2"
"12028","DHRS11"
"12029","MRM1"
"12030","LHX1"
"12031","AATF"
"12032","ACACA"
"12033","TADA2A"
"12034","DUSP14"
"12035","SYNRG"
"12036","DDX52"
"12037","HNF1B"
"12038","TBC1D3L"
"12039","MRPL45"
"12040","GPR179"
"12041","SOCS7"
"12042","ARHGAP23"
"12043","SRCIN1"
"12044","MLLT6"
"12045","CISD3"
"12046","PCGF2"
"12047","PSMB3"
"12048","PIP4K2B"
"12049","CWC25"
"12050","RPL23"
"12051","LASP1"
"12052","PLXDC1"
"12053","ARL5C"
"12054","CACNB1"
"12055","RPL19"
"12056","STAC2"
"12057","FBXL20"
"12058","MED1"
"12059","CDK12"
"12060","NEUROD2"
"12061","PPP1R1B"
"12062","STARD3"
"12063","TCAP"
"12064","PNMT"
"12065","PGAP3"
"12066","ERBB2"
"12067","MIEN1"
"12068","GRB7"
"12069","IKZF3"
"12070","GSDMB"
"12071","ORMDL3"
"12072","PSMD3"
"12073","MED24"
"12074","THRA"
"12075","NR1D1"
"12076","MSL1"
"12077","CASC3"
"12078","RAPGEFL1"
"12079","WIPF2"
"12080","CDC6"
"12081","RARA"
"12082","IGFBP4"
"12083","SMARCE1"
"12084","KRT222"
"12085","KRT10"
"12086","TMEM99"
"12087","KRT31"
"12088","KRT15"
"12089","KRT17"
"12090","EIF1"
"12091","HAP1"
"12092","JUP"
"12093","P3H4"
"12094","FKBP10"
"12095","NT5C3B"
"12096","KLHL10"
"12097","KLHL11"
"12098","ACLY"
"12099","TTC25"
"12100","CNP"
"12101","DNAJC7"
"12102","NKIRAS2"
"12103","ZNF385C"
"12104","DHX58"
"12105","KAT2A"
"12106","HSPB9"
"12107","RAB5C"
"12108","KCNH4"
"12109","HCRT"
"12110","GHDC"
"12111","STAT5B"
"12112","STAT5A"
"12113","STAT3"
"12114","ATP6V0A1"
"12115","NAGLU"
"12116","HSD17B1"
"12117","COASY"
"12118","MLX"
"12119","PSMC3IP"
"12120","TUBG1"
"12121","TUBG2"
"12122","PLEKHH3"
"12123","CCR10"
"12124","CNTNAP1"
"12125","EZH1"
"12126","RAMP2"
"12127","VPS25"
"12128","WNK4"
"12129","COA3"
"12130","CNTD1"
"12131","BECN1"
"12132","PSME3"
"12133","AOC2"
"12134","AOC3"
"12135","RUNDC1"
"12136","RPL27"
"12137","IFI35"
"12138","VAT1"
"12139","RND2"
"12140","BRCA1"
"12141","NBR1"
"12142","TMEM106A"
"12143","ARL4D"
"12144","DHX8"
"12145","ETV4"
"12146","DUSP3"
"12147","MPP3"
"12148","MPP2"
"12149","PYY"
"12150","NAGS"
"12151","TMEM101"
"12152","LSM12"
"12153","G6PC3"
"12154","HDAC5"
"12155","C17orf53"
"12156","ASB16"
"12157","TMUB2"
"12158","ATXN7L3"
"12159","UBTF"
"12160","SLC4A1"
"12161","RUNDC3A"
"12162","SLC25A39"
"12163","GRN"
"12164","FAM171A2"
"12165","ITGA2B"
"12166","GPATCH8"
"12167","MEIOC"
"12168","CCDC43"
"12169","DBF4B"
"12170","ADAM11"
"12171","GJC1"
"12172","HIGD1B"
"12173","EFTUD2"
"12174","GFAP"
"12175","KIF18B"
"12176","C1QL1"
"12177","DCAKD"
"12178","NMT1"
"12179","PLCD3"
"12180","ACBD4"
"12181","HEXIM1"
"12182","HEXIM2"
"12183","FMNL1"
"12184","MAP3K14"
"12185","ARHGAP27"
"12186","PLEKHM1"
"12187","CRHR1"
"12188","MAPT"
"12189","KANSL1"
"12190","ARL17B"
"12191","LRRC37A"
"12192","LRRC37A2"
"12193","ARL17A"
"12194","NSF"
"12195","WNT3"
"12196","WNT9B"
"12197","RPRML"
"12198","CDC27"
"12199","MYL4"
"12200","EFCAB13"
"12201","NPEPPS"
"12202","KPNB1"
"12203","TBKBP1"
"12204","OSBPL7"
"12205","MRPL10"
"12206","LRRC46"
"12207","SCRN2"
"12208","SP6"
"12209","SP2"
"12210","PNPO"
"12211","CDK5RAP3"
"12212","NFE2L1"
"12213","CBX1"
"12214","SNX11"
"12215","SKAP1"
"12216","TTLL6"
"12217","CALCOCO2"
"12218","UBE2Z"
"12219","SNF8"
"12220","IGF2BP1"
"12221","GNGT2"
"12222","PHOSPHO1"
"12223","ZNF652"
"12224","PHB"
"12225","NGFR"
"12226","NXPH3"
"12227","SPOP"
"12228","SLC35B1"
"12229","FAM117A"
"12230","KAT7"
"12231","DLX4"
"12232","DLX3"
"12233","ITGA3"
"12234","PDK2"
"12235","SAMD14"
"12236","PPP1R9B"
"12237","COL1A1"
"12238","XYLT2"
"12239","MRPL27"
"12240","LRRC59"
"12241","ACSF2"
"12242","CHAD"
"12243","RSAD1"
"12244","MYCBPAP"
"12245","EPN3"
"12246","SPATA20"
"12247","CACNA1G"
"12248","ABCC3"
"12249","ANKRD40"
"12250","LUC7L3"
"12251","WFIKKN2"
"12252","TOB1"
"12253","SPAG9"
"12254","MBTD1"
"12255","UTP18"
"12256","CA10"
"12257","TOM1L1"
"12258","COX11"
"12259","STXBP4"
"12260","HLF"
"12261","MMD"
"12262","TMEM100"
"12263","PCTP"
"12264","ANKFN1"
"12265","NOG"
"12266","C17orf67"
"12267","DGKE"
"12268","TRIM25"
"12269","COIL"
"12270","SCPEP1"
"12271","AKAP1"
"12272","MSI2"
"12273","MRPS23"
"12274","CUEDC1"
"12275","VEZF1"
"12276","SRSF1"
"12277","DYNLL2"
"12278","MKS1"
"12279","LPO"
"12280","MPO"
"12281","SUPT4H1"
"12282","RNF43"
"12283","HSF5"
"12284","MTMR4"
"12285","SEPT4"
"12286","TEX14"
"12287","RAD51C"
"12288","PPM1E"
"12289","TRIM37"
"12290","SKA2"
"12291","PRR11"
"12292","SMG8"
"12293","GDPD1"
"12294","YPEL2"
"12295","DHX40"
"12296","CLTC"
"12297","PTRH2"
"12298","VMP1"
"12299","TUBD1"
"12300","RPS6KB1"
"12301","RNFT1"
"12302","HEATR6"
"12303","CA4"
"12304","USP32"
"12305","APPBP2"
"12306","PPM1D"
"12307","BCAS3"
"12308","TBX2"
"12309","NACA2"
"12310","BRIP1"
"12311","INTS2"
"12312","MED13"
"12313","EFCAB3"
"12314","METTL2A"
"12315","TLK2"
"12316","MRC2"
"12317","MARCH10"
"12318","TANC2"
"12319","CYB561"
"12320","ACE"
"12321","KCNH6"
"12322","DCAF7"
"12323","TACO1"
"12324","MAP3K3"
"12325","LIMD2"
"12326","STRADA"
"12327","CCDC47"
"12328","DDX42"
"12329","FTSJ3"
"12330","PSMC5"
"12331","SMARCD2"
"12332","CD79B"
"12333","PRR29"
"12334","ICAM2"
"12335","ERN1"
"12336","TEX2"
"12337","PECAM1"
"12338","MILR1"
"12339","POLG2"
"12340","DDX5"
"12341","CEP95"
"12342","SMURF2"
"12343","LRRC37A3"
"12344","GNA13"
"12345","RGS9"
"12346","AXIN2"
"12347","CEP112"
"12348","PRKCA"
"12349","CACNG5"
"12350","CACNG4"
"12351","HELZ"
"12352","PSMD12"
"12353","PITPNC1"
"12354","NOL11"
"12355","BPTF"
"12356","C17orf58"
"12357","KPNA2"
"12358","AMZ2"
"12359","ARSG"
"12360","SLC16A6"
"12361","WIPI1"
"12362","PRKAR1A"
"12363","FAM20A"
"12364","ABCA8"
"12365","ABCA9"
"12366","ABCA6"
"12367","ABCA10"
"12368","ABCA5"
"12369","MAP2K6"
"12370","KCNJ16"
"12371","KCNJ2"
"12372","SOX9"
"12373","SLC39A11"
"12374","SSTR2"
"12375","COG1"
"12376","FAM104A"
"12377","C17orf80"
"12378","CDC42EP4"
"12379","SDK2"
"12380","RPL38"
"12381","TTYH2"
"12382","KIF19"
"12383","BTBD17"
"12384","GPRC5C"
"12385","CD300A"
"12386","CD300LB"
"12387","CD300E"
"12388","RAB37"
"12389","SLC9A3R1"
"12390","NAT9"
"12391","TMEM104"
"12392","GRIN2C"
"12393","FDXR"
"12394","FADS6"
"12395","HID1"
"12396","CDR2L"
"12397","KCTD2"
"12398","SLC16A5"
"12399","ARMC7"
"12400","NT5C"
"12401","SUMO2"
"12402","NUP85"
"12403","GGA3"
"12404","MRPS7"
"12405","MIF4GD"
"12406","SLC25A19"
"12407","GRB2"
"12408","TMEM94"
"12409","CASKIN2"
"12410","TSEN54"
"12411","LLGL2"
"12412","MYO15B"
"12413","RECQL5"
"12414","SMIM5"
"12415","SAP30BP"
"12416","ITGB4"
"12417","GALK1"
"12418","H3F3B"
"12419","UNK"
"12420","UNC13D"
"12421","WBP2"
"12422","TRIM47"
"12423","TRIM65"
"12424","MRPL38"
"12425","FBF1"
"12426","ACOX1"
"12427","EVPL"
"12428","SRP68"
"12429","ZACN"
"12430","EXOC7"
"12431","FOXJ1"
"12432","RNF157"
"12433","UBALD2"
"12434","QRICH2"
"12435","PRPSAP1"
"12436","SPHK1"
"12437","UBE2O"
"12438","AANAT"
"12439","RHBDF2"
"12440","CYGB"
"12441","PRCD"
"12442","ST6GALNAC2"
"12443","MXRA7"
"12444","JMJD6"
"12445","METTL23"
"12446","SRSF2"
"12447","MFSD11"
"12448","MGAT5B"
"12449","SEC14L1"
"12450","SEPT9"
"12451","TNRC6C"
"12452","TMC6"
"12453","TMC8"
"12454","C17orf99"
"12455","SYNGR2"
"12456","TK1"
"12457","AFMID"
"12458","BIRC5"
"12459","TMEM235"
"12460","SOCS3"
"12461","PGS1"
"12462","DNAH17"
"12463","CYTH1"
"12464","USP36"
"12465","TIMP2"
"12466","LGALS3BP"
"12467","CANT1"
"12468","C1QTNF1"
"12469","ENGASE"
"12470","RBFOX3"
"12471","CBX2"
"12472","CBX8"
"12473","CBX4"
"12474","TBC1D16"
"12475","CCDC40"
"12476","GAA"
"12477","EIF4A3"
"12478","CARD14"
"12479","SGSH"
"12480","SLC26A11"
"12481","RNF213"
"12482","ENDOV"
"12483","NPTX1"
"12484","RPTOR"
"12485","CHMP6"
"12486","BAIAP2"
"12487","AATK"
"12488","CEP131"
"12489","SLC38A10"
"12490","BAHCC1"
"12491","ACTG1"
"12492","FSCN2"
"12493","FAAP100"
"12494","NPLOC4"
"12495","TSPAN10"
"12496","PDE6G"
"12497","OXLD1"
"12498","CCDC137"
"12499","ARL16"
"12500","HGS"
"12501","SLC25A10"
"12502","P4HB"
"12503","ARHGDIA"
"12504","ALYREF"
"12505","ANAPC11"
"12506","NPB"
"12507","PCYT2"
"12508","SIRT7"
"12509","MAFG"
"12510","PYCR1"
"12511","MYADML2"
"12512","NOTUM"
"12513","ASPSCR1"
"12514","LRRC45"
"12515","RAC3"
"12516","DCXR"
"12517","RFNG"
"12518","GPS1"
"12519","DUS1L"
"12520","FASN"
"12521","CCDC57"
"12522","SLC16A3"
"12523","CSNK1D"
"12524","CD7"
"12525","SECTM1"
"12526","OGFOD3"
"12527","NARF"
"12528","FOXK2"
"12529","WDR45B"
"12530","RAB40B"
"12531","FN3KRP"
"12532","FN3K"
"12533","TBCD"
"12534","B3GNTL1"
"12535","METRNL"
"12536","USP14"
"12537","THOC1"
"12538","COLEC12"
"12539","CLUL1"
"12540","TYMS"
"12541","ENOSF1"
"12542","YES1"
"12543","ADCYAP1"
"12544","METTL4"
"12545","SMCHD1"
"12546","EMILIN2"
"12547","LPIN2"
"12548","MYOM1"
"12549","MYL12A"
"12550","MYL12B"
"12551","TGIF1"
"12552","DLGAP1"
"12553","ZBTB14"
"12554","EPB41L3"
"12555","TMEM200C"
"12556","L3MBTL4"
"12557","ARHGAP28"
"12558","LAMA1"
"12559","PTPRM"
"12560","RAB12"
"12561","MTCL1"
"12562","NDUFV2"
"12563","ANKRD12"
"12564","TWSG1"
"12565","RALBP1"
"12566","PPP4R1"
"12567","RAB31"
"12568","VAPA"
"12569","APCDD1"
"12570","NAPG"
"12571","PIEZO2"
"12572","GNAL"
"12573","MPPE1"
"12574","IMPA2"
"12575","ANKRD62"
"12576","CIDEA"
"12577","TUBB6"
"12578","AFG3L2"
"12579","PRELID3A"
"12580","SPIRE1"
"12581","PSMG2"
"12582","CEP76"
"12583","PTPN2"
"12584","SEH1L"
"12585","CEP192"
"12586","LDLRAD4"
"12587","FAM210A"
"12588","RNMT"
"12589","ZNF519"
"12590","ROCK1"
"12591","GREB1L"
"12592","ESCO1"
"12593","SNRPD1"
"12594","ABHD3"
"12595","MIB1"
"12596","RBBP8"
"12597","CABLES1"
"12598","TMEM241"
"12599","RIOK3"
"12600","NPC1"
"12601","ANKRD29"
"12602","LAMA3"
"12603","TTC39C"
"12604","CABYR"
"12605","OSBPL1A"
"12606","IMPACT"
"12607","HRH4"
"12608","ZNF521"
"12609","SS18"
"12610","TAF4B"
"12611","KCTD1"
"12612","AQP4"
"12613","CHST9"
"12614","CDH2"
"12615","DSC3"
"12616","DSC2"
"12617","DSC1"
"12618","DSG3"
"12619","DSG2"
"12620","B4GALT6"
"12621","TRAPPC8"
"12622","RNF125"
"12623","RNF138"
"12624","GAREM1"
"12625","MEP1B"
"12626","KLHL14"
"12627","CCDC178"
"12628","ASXL3"
"12629","NOL4"
"12630","DTNA"
"12631","MAPRE2"
"12632","ZNF397"
"12633","ZSCAN30"
"12634","ZNF24"
"12635","ZNF396"
"12636","GALNT1"
"12637","C18orf21"
"12638","RPRD1A"
"12639","SLC39A6"
"12640","ELP2"
"12641","MOCOS"
"12642","FHOD3"
"12643","TPGS2"
"12644","KIAA1328"
"12645","CELF4"
"12646","PIK3C3"
"12647","RIT2"
"12648","SYT4"
"12649","SETBP1"
"12650","SLC14A2"
"12651","SLC14A1"
"12652","SIGLEC15"
"12653","EPG5"
"12654","HAUS1"
"12655","C18orf25"
"12656","RNF165"
"12657","LOXHD1"
"12658","ST8SIA5"
"12659","PIAS2"
"12660","KATNAL2"
"12661","HDHD2"
"12662","IER3IP1"
"12663","SMAD2"
"12664","ZBTB7C"
"12665","CTIF"
"12666","SMAD7"
"12667","DYM"
"12668","C18orf32"
"12669","LIPG"
"12670","ACAA2"
"12671","MYO5B"
"12672","CFAP53"
"12673","MBD1"
"12674","CXXC1"
"12675","SKA1"
"12676","MAPK4"
"12677","MRO"
"12678","ME2"
"12679","SMAD4"
"12680","MEX3C"
"12681","DCC"
"12682","MBD2"
"12683","POLI"
"12684","STARD6"
"12685","C18orf54"
"12686","RAB27B"
"12687","CCDC68"
"12688","TCF4"
"12689","TXNL1"
"12690","WDR7"
"12691","ST8SIA3"
"12692","ONECUT2"
"12693","FECH"
"12694","NARS"
"12695","ATP8B1"
"12696","NEDD4L"
"12697","MALT1"
"12698","ZNF532"
"12699","SEC11C"
"12700","GRP"
"12701","LMAN1"
"12702","CCBE1"
"12703","MC4R"
"12704","CDH20"
"12705","RNF152"
"12706","PIGN"
"12707","TNFRSF11A"
"12708","ZCCHC2"
"12709","PHLPP1"
"12710","BCL2"
"12711","KDSR"
"12712","VPS4B"
"12713","SERPINB2"
"12714","SERPINB8"
"12715","CDH7"
"12716","CDH19"
"12717","DSEL"
"12718","TMX3"
"12719","CCDC102B"
"12720","DOK6"
"12721","CD226"
"12722","RTTN"
"12723","SOCS6"
"12724","GTSCR1"
"12725","CBLN2"
"12726","NETO1"
"12727","FBXO15"
"12728","TIMM21"
"12729","CYB5A"
"12730","CNDP2"
"12731","CNDP1"
"12732","ZNF407"
"12733","ZADH2"
"12734","TSHZ1"
"12735","ZNF516"
"12736","C18orf65"
"12737","ZNF236"
"12738","MBP"
"12739","GALR1"
"12740","SALL3"
"12741","ATP9B"
"12742","NFATC1"
"12743","CTDP1"
"12744","KCNG2"
"12745","PQLC1"
"12746","HSBP1L1"
"12747","TXNL4A"
"12748","ADNP2"
"12749","PARD6G"
"12750","C20orf96"
"12751","ZCCHC3"
"12752","SOX12"
"12753","NRSN2"
"12754","TRIB3"
"12755","RBCK1"
"12756","TBC1D20"
"12757","CSNK2A1"
"12758","TCF15"
"12759","SRXN1"
"12760","SLC52A3"
"12761","FAM110A"
"12762","ANGPT4"
"12763","RSPO4"
"12764","PSMF1"
"12765","TMEM74B"
"12766","C20orf202"
"12767","RAD21L1"
"12768","SNPH"
"12769","SDCBP2"
"12770","FKBP1A"
"12771","NSFL1C"
"12772","SIRPB2"
"12773","SIRPG"
"12774","SIRPA"
"12775","PDYN"
"12776","STK35"
"12777","TGM3"
"12778","SNRPB"
"12779","ZNF343"
"12780","TMC2"
"12781","NOP56"
"12782","IDH3B"
"12783","EBF4"
"12784","PCED1A"
"12785","VPS16"
"12786","PTPRA"
"12787","GNRH2"
"12788","MRPS26"
"12789","OXT"
"12790","AVP"
"12791","UBOX5"
"12792","DDRGK1"
"12793","ITPA"
"12794","SLC4A11"
"12795","C20orf194"
"12796","ATRN"
"12797","GFRA4"
"12798","ADAM33"
"12799","HSPA12B"
"12800","C20orf27"
"12801","SPEF1"
"12802","CENPB"
"12803","CDC25B"
"12804","AP5S1"
"12805","MAVS"
"12806","PANK2"
"12807","RNF24"
"12808","SMOX"
"12809","ADRA1D"
"12810","PRNP"
"12811","RASSF2"
"12812","SLC23A2"
"12813","TMEM230"
"12814","PCNA"
"12815","CDS2"
"12816","GPCPD1"
"12817","CHGB"
"12818","TRMT6"
"12819","MCM8"
"12820","CRLS1"
"12821","LRRN4"
"12822","FERMT1"
"12823","BMP2"
"12824","TMX4"
"12825","PLCB1"
"12826","PLCB4"
"12827","LAMP5"
"12828","ANKEF1"
"12829","SNAP25"
"12830","MKKS"
"12831","SLX4IP"
"12832","JAG1"
"12833","BTBD3"
"12834","SPTLC3"
"12835","ISM1"
"12836","TASP1"
"12837","ESF1"
"12838","NDUFAF5"
"12839","SEL1L2"
"12840","MACROD2"
"12841","FLRT3"
"12842","KIF16B"
"12843","SNRPB2"
"12844","PCSK2"
"12845","BFSP1"
"12846","DSTN"
"12847","RRBP1"
"12848","SNX5"
"12849","OVOL2"
"12850","MGME1"
"12851","PET117"
"12852","ZNF133"
"12853","DZANK1"
"12854","POLR3F"
"12855","RBBP9"
"12856","SEC23B"
"12857","DTD1"
"12858","SLC24A3"
"12859","RIN2"
"12860","NAA20"
"12861","CRNKL1"
"12862","CFAP61"
"12863","INSM1"
"12864","RALGAPA2"
"12865","KIZ"
"12866","XRN2"
"12867","NKX2-2"
"12868","THBD"
"12869","CD93"
"12870","NXT1"
"12871","GZF1"
"12872","NAPB"
"12873","CST3"
"12874","SYNDIG1"
"12875","APMAP"
"12876","ACSS1"
"12877","VSX1"
"12878","ENTPD6"
"12879","PYGB"
"12880","ABHD12"
"12881","GINS1"
"12882","NINL"
"12883","NANP"
"12884","ZNF337"
"12885","HM13"
"12886","ID1"
"12887","BCL2L1"
"12888","TPX2"
"12889","MYLK2"
"12890","DUSP15"
"12891","TTLL9"
"12892","PDRG1"
"12893","XKR7"
"12894","CCM2L"
"12895","HCK"
"12896","TM9SF4"
"12897","PLAGL2"
"12898","POFUT1"
"12899","KIF3B"
"12900","ASXL1"
"12901","NOL4L"
"12902","C20orf203"
"12903","COMMD7"
"12904","DNMT3B"
"12905","MAPRE1"
"12906","CDK5RAP1"
"12907","SNTA1"
"12908","CBFA2T2"
"12909","NECAB3"
"12910","C20orf144"
"12911","E2F1"
"12912","PXMP4"
"12913","ZNF341"
"12914","CHMP4B"
"12915","RALY"
"12916","EIF2S2"
"12917","AHCY"
"12918","ITCH"
"12919","DYNLRB1"
"12920","MAP1LC3A"
"12921","PIGU"
"12922","NCOA6"
"12923","TP53INP2"
"12924","GGT7"
"12925","ACSS2"
"12926","GSS"
"12927","MYH7B"
"12928","TRPC4AP"
"12929","EDEM2"
"12930","PROCR"
"12931","MMP24"
"12932","EIF6"
"12933","UQCC1"
"12934","GDF5OS"
"12935","GDF5"
"12936","CEP250"
"12937","ERGIC3"
"12938","SPAG4"
"12939","CPNE1"
"12940","NFS1"
"12941","ROMO1"
"12942","RBM39"
"12943","PHF20"
"12944","SCAND1"
"12945","CNBD2"
"12946","EPB41L1"
"12947","AAR2"
"12948","DLGAP4"
"12949","MYL9"
"12950","SLA2"
"12951","NDRG3"
"12952","DSN1"
"12953","SOGA1"
"12954","SAMHD1"
"12955","RBL1"
"12956","MROH8"
"12957","RPN2"
"12958","MANBAL"
"12959","SRC"
"12960","BLCAP"
"12961","NNAT"
"12962","CTNNBL1"
"12963","VSTM2L"
"12964","TTI1"
"12965","RPRD1B"
"12966","TGM2"
"12967","KIAA1755"
"12968","RALGAPB"
"12969","SLC32A1"
"12970","ACTR5"
"12971","PPP1R16B"
"12972","FAM83D"
"12973","DHX35"
"12974","MAFB"
"12975","TOP1"
"12976","PLCG1"
"12977","ZHX3"
"12978","LPIN3"
"12979","EMILIN3"
"12980","CHD6"
